source,target,lag,count_runs,freq
RORA,PAK3,2,1,0.1
CTLA4,AREG,0,1,0.1
NBL1,MMP9,1,1,0.1
DDX60,MX1,0,1,0.1
LEPR,HMGN3,0,1,0.1
ISG15,IFI6,0,1,0.1
ENTPD3,ATP9A,0,1,0.1
ARHGEF10,GBP7,1,1,0.1
ARHGEF10,RIGI,2,1,0.1
FBLN2,CYP4F22,0,1,0.1
OLFM4,ANPEP,0,1,0.1
BEX2,ARHGEF10,0,1,0.1
GPR15,AHDC1,2,1,0.1
BEX2,CYP4F22,2,1,0.1
SPDYA,IFIT2,1,1,0.1
CRISPLD2,PGLYRP1,0,1,0.1
FLT1,IFIT3,1,1,0.1
U3,COL11A1,2,1,0.1
ARHGEF10,PDZD4,2,1,0.1
RSAD2,DHX58,1,1,0.1
TMPRSS2,TENM1,0,1,0.1
NR6A1,CCR3,2,1,0.1
NBL1,NR2E1,1,1,0.1
SPDYA,JCHAIN,2,1,0.1
HMGN3,MCEMP1,1,1,0.1
CLC,DHX58,2,1,0.1
FLT1,ISG15,1,1,0.1
HSH2D,ENTPD3,1,1,0.1
NR6A1,DDB1,0,1,0.1
HMGN3,C1QA,0,1,0.1
RORA,FAM216B,1,1,0.1
GLI1,RNF182,0,1,0.1
IFIT3,RIGI,0,1,0.1
FAM167B,JCHAIN,2,1,0.1
SPDYA,GZMB,1,1,0.1
SIK1,FGFBP2,2,1,0.1
USP18,TRIM6,1,1,0.1
CYP4F22,FZD4,0,1,0.1
RORA,FOSB,1,1,0.1
FIGLA,FBXO39,1,1,0.1
NBL1,ADGRG3,2,1,0.1
JCHAIN,CDKN1C,0,1,0.1
CLDN7,DENND5B,0,1,0.1
MMP9,MMP8,0,1,0.1
SLC16A1,DYSF,1,1,0.1
RNF182,GBP3,1,1,0.1
DLG5,S100A12,1,1,0.1
BEX2,ORM1,1,1,0.1
IGHM,TRPM2,2,1,0.1
SPP1,APOL2,0,1,0.1
PLAU,EPX,2,1,0.1
CXCL6,DDB1,1,1,0.1
LANCL3,NGFR,1,1,0.1
NR2E1,PLAU,0,1,0.1
ZNF423,SIK1,1,1,0.1
GLI1,IL18R1,2,1,0.1
SPDYA,MARCO,2,1,0.1
RORA,VNN2,2,1,0.1
RIGI,ISG15,0,1,0.1
CDKN1C,RSAD2,1,1,0.1
RORA,ADAMDEC1,1,1,0.1
TRDC,DDX60,2,1,0.1
NBL1,FAM167B,1,1,0.1
PGLYRP1,PLCD3,0,1,0.1
ADAMTS14,ARHGEF10,0,1,0.1
C1QA,MT-ND2,0,1,0.1
FAM167B,RNF182,0,1,0.1
CLC,FAM185A,0,1,0.1
GBP7,IGHM,2,1,0.1
OAS1,IFI27,0,1,0.1
FADS3,AHDC1,2,1,0.1
ZFPM2,IFI6,2,1,0.1
CLC,IFI44,2,1,0.1
USP18,HSH2D,0,1,0.1
PCDH1,RORA,0,1,0.1
CLC,TENM1,2,1,0.1
OASL,DHX58,0,1,0.1
CLTCL1,PLCD3,0,1,0.1
IGHM,MX2,2,1,0.1
PML,IRF7,0,1,0.1
LANCL3,MT-ND2,1,1,0.1
OASL,PAK3,0,1,0.1
ENTPD3,ADGRG3,0,1,0.1
IGHM,MMP8,2,1,0.1
U3,FADS3,2,1,0.1
OLFM4,MMP8,0,1,0.1
HSH2D,CST7,1,1,0.1
ANPEP,APOL6,2,1,0.1
ISG15,IFIT3,0,1,0.1
FZD4,CYP4F22,0,1,0.1
DDB1,S100A8,2,1,0.1
FLT1,RIGI,1,1,0.1
FAM167B,IL18R1,2,1,0.1
TRDC,USP18,1,1,0.1
RNF213,AHDC1,0,1,0.1
AREG,APOL6,1,1,0.1
ENTPD3,CST7,0,1,0.1
NBL1,PDZD4,1,1,0.1
RORA,ORM1,2,1,0.1
C1QA,PGLYRP1,1,1,0.1
NR6A1,RORA,1,1,0.1
VNN2,MCEMP1,0,1,0.1
IL18RAP,S100A8,0,1,0.1
FAM167B,CLC,2,1,0.1
EIF2AK2,FBXO39,0,1,0.1
CXCL6,KCNH7,2,1,0.1
RORA,NR6A1,2,1,0.1
IFI6,U3,0,1,0.1
FAM185A,APOL6,2,1,0.1
JCHAIN,ISG15,1,1,0.1
USP18,ISG15,0,1,0.1
ARHGEF10,FZD4,2,1,0.1
FAM216B,TRIM6,0,1,0.1
LAPTM4B,ALPL,1,1,0.1
FAM185A,PRF1,2,1,0.1
ARHGEF10,FIGLA,2,1,0.1
LGALS3BP,BEX2,2,1,0.1
MT-ND2,C1QA,0,1,0.1
FLT1,COL11A1,1,1,0.1
ARHGEF10,BCL2L14,1,1,0.1
FBLN2,SLC16A1,0,1,0.1
TRDC,IFI44,1,1,0.1
RORA,CTLA4,2,1,0.1
RIGI,MX1,0,1,0.1
BEX2,RNU6-1188P,2,1,0.1
ADAMDEC1,CRISPLD2,1,1,0.1
FAM185A,GBP3,2,1,0.1
SIK1,AREG,0,1,0.1
IGHM,RORA,1,1,0.1
ARHGEF10,MT-ND2,2,1,0.1
U3,LEPR,2,1,0.1
FAM216B,KCTD14,0,1,0.1
RSAD2,MX2,1,1,0.1
YES1,S100A12,0,1,0.1
FAM185A,EIF2AK2,2,1,0.1
HSH2D,DYSF,1,1,0.1
FAM185A,FAM216B,2,1,0.1
MMP9,ADGRG3,0,1,0.1
S100A8,IL18RAP,0,1,0.1
FADS3,PRSS33,1,1,0.1
BEX2,IFI44,2,1,0.1
DDX60,OASL,0,1,0.1
DENND5B,IL18RAP,2,1,0.1
FAM167B,LAPTM4B,2,1,0.1
ADAMDEC1,PDZD4,1,1,0.1
RORA,CRISPLD2,1,1,0.1
SPDYA,ZFPM2,0,1,0.1
IGHM,FBXO39,2,1,0.1
GBP3,APOL2,0,1,0.1
FLT1,IL18R1,1,1,0.1
BCL2L14,GBP7,0,1,0.1
FLT1,RNU6-1188P,1,1,0.1
FADS3,CLDN7,2,1,0.1
BEX2,NGFR,2,1,0.1
EPX,CLDN7,0,1,0.1
IFIT2,U3,0,1,0.1
GBP3,GBP7,0,1,0.1
TRDC,HSH2D,1,1,0.1
GBP7,IGHM,1,1,0.1
IGHM,CDKN1C,1,1,0.1
OAS2,MX2,0,1,0.1
ZNF423,S100A8,1,1,0.1
CABLES2,CCR3,2,1,0.1
BCL2L14,YEATS4,2,1,0.1
DDB1,FAM185A,1,1,0.1
LEPR,OLFM4,1,1,0.1
CLC,TRIM14,2,1,0.1
AREG,NR6A1,2,1,0.1
IGHM,MX1,2,1,0.1
ADGRG3,ATP9A,0,1,0.1
ZFPM2,SPDYA,0,1,0.1
AHDC1,IL2RA,1,1,0.1
RIGI,RSAD2,0,1,0.1
CLC,DSCC1,0,1,0.1
OAS3,FBXO39,0,1,0.1
FOSB,DENND5B,1,1,0.1
MT-ND2,CLDN7,0,1,0.1
TRDC,FAM185A,0,1,0.1
ARHGEF10,ANPEP,2,1,0.1
ARHGEF10,GLI1,2,1,0.1
LAPTM4B,DSCC1,0,1,0.1
ISG15,RIGI,0,1,0.1
FIGLA,SIGLEC1,1,1,0.1
OASL,IRF7,0,1,0.1
NTRK1,ATP9A,1,1,0.1
PCDH1,FIGLA,0,1,0.1
MARCO,IGHM,0,1,0.1
ARHGEF10,FADS3,2,1,0.1
RNF182,DDB1,0,1,0.1
KCTD14,RNU6-1188P,2,1,0.1
LANCL3,IL18R1,1,1,0.1
CXCL6,ADAMTS14,2,1,0.1
S100A9,S100A8,0,1,0.1
FBLN2,DDB1,0,1,0.1
TRIM6,ADGRG3,1,1,0.1
ARHGEF10,IFI27,2,1,0.1
NR6A1,KCTD14,2,1,0.1
ADGRG3,VNN1,0,1,0.1
BEX2,NR2E1,1,1,0.1
FAM167B,BEX2,2,1,0.1
ARHGEF10,PRF1,2,1,0.1
GBP7,FBLN2,0,1,0.1
CST7,DYSF,0,1,0.1
CXCL6,CRISPLD2,2,1,0.1
MX2,TRIM14,0,1,0.1
LYPD8,BMX,0,1,0.1
MX1,OASL,0,1,0.1
BMX,TP53I11,0,1,0.1
TRIM6,DLG5,0,1,0.1
OAS1,DDX60,0,1,0.1
FAM185A,RSAD2,2,1,0.1
ZNF423,AREG,1,1,0.1
TMPRSS2,VNN1,2,1,0.1
KCNMA1,APOL6,0,1,0.1
IGHM,IFIT2,2,1,0.1
BEX2,KCNH7,1,1,0.1
TRDC,IFI44L,1,1,0.1
SPDYA,ADAMTS14,2,1,0.1
GBP3,ZFPM2,0,1,0.1
IFI44,PCDH1,0,1,0.1
CLC,CPA3,0,1,0.1
SPDYA,KCTD14,1,1,0.1
RORA,DSCC1,1,1,0.1
RSAD2,PCDH1,0,1,0.1
PAK3,NBL1,0,1,0.1
CABLES2,EREG,1,1,0.1
BEX2,TRPM2,1,1,0.1
NTRK1,PLCD3,2,1,0.1
MARCO,FLT1,0,1,0.1
CLTCL1,CSGALNACT1,0,1,0.1
NR2E1,SIK1,1,1,0.1
ENTPD3,NR2E1,0,1,0.1
CLC,OASL,2,1,0.1
IFI44,PRF1,0,1,0.1
TRPM2,NR2E1,0,1,0.1
CSGALNACT1,IL18R1,0,1,0.1
CTLA4,CLNK,2,1,0.1
CDKN1C,C1QA,1,1,0.1
NR6A1,CPA3,2,1,0.1
ADGRG3,BMX,0,1,0.1
BEX2,HERC5,2,1,0.1
IGHM,RSAD2,2,1,0.1
NTRK1,FZD4,1,1,0.1
LANCL3,LAPTM4B,2,1,0.1
BEX2,ZNF423,1,1,0.1
BEX2,YES1,2,1,0.1
FAM216B,LGALS3BP,0,1,0.1
JCHAIN,IFIT3,1,1,0.1
CABLES2,Metazoa_SRP,1,1,0.1
BEX2,TMPRSS2,2,1,0.1
S100A8,FZD4,0,1,0.1
ARHGEF10,YES1,2,1,0.1
MMP10,IL18RAP,0,1,0.1
ORM1,VNN1,0,1,0.1
IGHM,HERC5,1,1,0.1
DYSF,GBP3,2,1,0.1
DSCC1,KCNH7,1,1,0.1
IL18RAP,S100A9,2,1,0.1
BEX2,IFIT2,2,1,0.1
RORA,C1QA,2,1,0.1
ZNF423,FBLN2,1,1,0.1
HMGN3,ADAMDEC1,0,1,0.1
CLDN7,PDZD4,0,1,0.1
TRDC,MX2,1,1,0.1
RORA,MMP10,2,1,0.1
MMP8,CST7,0,1,0.1
GLI1,OLFM4,2,1,0.1
FAM185A,TMPRSS2,2,1,0.1
TRDC,ISG15,2,1,0.1
HSH2D,ANPEP,1,1,0.1
PML,LGALS3BP,0,1,0.1
CLC,HSH2D,2,1,0.1
Metazoa_SRP,MMP1,1,1,0.1
RORA,SPP1,1,1,0.1
EQTN,YES1,2,1,0.1
MCEMP1,PLAU,0,1,0.1
CDKN1C,USP18,1,1,0.1
BMX,MCEMP1,0,1,0.1
CABLES2,ADAMDEC1,1,1,0.1
PAK3,HMGN3,2,1,0.1
S100A9,TP53I11,0,1,0.1
TRDC,DDX60,1,1,0.1
ANPEP,DYSF,0,1,0.1
FAM167B,GLI1,0,1,0.1
IL2RA,PGLYRP1,1,1,0.1
ADAMTS14,CLTCL1,0,1,0.1
RORA,BMX,2,1,0.1
DDB1,LANCL3,2,1,0.1
IRF7,OAS3,1,1,0.1
ALPL,DHX58,1,1,0.1
GZMB,TRDC,0,1,0.1
NBL1,ATP9A,1,1,0.1
FAM185A,MX1,2,1,0.1
CXCL6,LAPTM4B,2,1,0.1
CDKN1C,CLDN7,1,1,0.1
ADAMTS14,NTRK1,1,1,0.1
GLI1,BEX2,0,1,0.1
MARCO,PCDH1,2,1,0.1
CXCL6,SLC16A1,1,1,0.1
IGHM,TMPRSS2,1,1,0.1
S100A12,MARCO,0,1,0.1
CSGALNACT1,ORM1,0,1,0.1
VNN1,MMP9,0,1,0.1
DENND5B,FAM216B,1,1,0.1
KCNMA1,C1QA,0,1,0.1
RORA,ATP9A,2,1,0.1
TP53I11,PRSS33,0,1,0.1
CXCL6,CLTCL1,2,1,0.1
CLTCL1,KCNH7,1,1,0.1
NBL1,BMX,1,1,0.1
NR6A1,FADS3,1,1,0.1
IGHM,DDX60,1,1,0.1
ZFPM2,TENM1,2,1,0.1
BEX2,PML,1,1,0.1
APOL6,BCL2L14,0,1,0.1
JCHAIN,MX1,1,1,0.1
CHRNE,OLFM4,0,1,0.1
YES1,FZD4,0,1,0.1
OAS1,RSAD2,0,1,0.1
MMP9,DLG5,0,1,0.1
USP18,RSAD2,0,1,0.1
TRDC,OASL,1,1,0.1
ZNF423,LYPD8,1,1,0.1
C1QA,CCR3,1,1,0.1
NR6A1,IL2RA,2,1,0.1
LEPR,CPA3,1,1,0.1
JCHAIN,OASL,1,1,0.1
IGHM,IFI44,2,1,0.1
CTLA4,NTRK1,1,1,0.1
DDB1,NBL1,1,1,0.1
IGHM,DHX58,2,1,0.1
FLT1,MX1,1,1,0.1
RORA,NGFR,2,1,0.1
FAM167B,CABLES2,2,1,0.1
BEX2,GLI1,0,1,0.1
NTRK1,MT-ND2,0,1,0.1
AHDC1,S100A8,1,1,0.1
CLDN7,EREG,0,1,0.1
RORA,MMP9,1,1,0.1
TRDC,RORA,0,1,0.1
RIGI,IFI6,0,1,0.1
TRIM6,ALPL,1,1,0.1
ATP9A,YES1,0,1,0.1
USP18,VNN1,2,1,0.1
FAM167B,TP53I11,2,1,0.1
ADAMTS14,CXCL6,0,1,0.1
NBL1,S100A12,2,1,0.1
BEX2,MX1,2,1,0.1
S100A12,MMP10,0,1,0.1
CABLES2,NGFR,1,1,0.1
DDB1,BMX,2,1,0.1
BEX2,SIK1,2,1,0.1
LYPD8,MARCO,1,1,0.1
FAM185A,GLI1,1,1,0.1
ZFPM2,FGFBP2,1,1,0.1
FAM167B,ADAMTS14,2,1,0.1
DDB1,SPDYA,0,1,0.1
BEX2,PCDH1,2,1,0.1
CXCL6,MMP9,2,1,0.1
FLT1,IFI44,1,1,0.1
DLG5,FIGLA,1,1,0.1
AREG,FAM185A,1,1,0.1
HMGN3,EQTN,0,1,0.1
ADAMTS14,FBLN2,2,1,0.1
CDKN1C,CYP4F22,1,1,0.1
HSH2D,PLCD3,1,1,0.1
MT-ND2,NTRK1,0,1,0.1
BMX,FAM167B,0,1,0.1
USP18,DDX60,0,1,0.1
JCHAIN,IGHM,1,1,0.1
FAM167B,ZNF423,2,1,0.1
AREG,NBL1,1,1,0.1
IL2RA,CRISPLD2,1,1,0.1
FAM185A,SIGLEC1,2,1,0.1
CXCL6,FAM185A,2,1,0.1
HMGN3,YEATS4,0,1,0.1
MT-ND2,AREG,0,1,0.1
EPX,PDZD4,0,1,0.1
GPR15,FAM185A,2,1,0.1
U3,SPP1,1,1,0.1
